9,9,9
P-150,U1,107,79,54,165,121,108
P-151,U6,77,0,44,183,79,88
P-156,U6,108,98,45,218,171,92
P-157,U4,136,185,84,224,239,172
P-159,U6,0,98,192,92,150,242
P-162,U2,55,187,0,159,233,65
P-163,U1,0,79,0,83,162,49
P-164,U2,183,0,64,223,102,151
P-165,U5,0,95,101,96,188,204
P-166,U6,167,176,0,229,279,84
P-167,U5,187,174,205,234,274,255
P-168,U5,0,0,176,87,68,264
P-169,U4,192,0,0,240,94,87
P-170,U5,200,95,0,244,176,100
P-171,U6,92,98,192,185,153,242
P-180,U3,0,240,79,71,299,159
P-181,U1,60,184,0,158,241,58
P-182,U6,90,0,220,168,70,265
P-183,U5,96,95,101,168,152,206
P-185,U1,98,184,119,198,251,161
P-187,U4,150,95,81,228,149,165
P-188,U4,0,185,84,51,236,170
P-189,U6,187,87,192,243,150,279
P-199,U3,0,0,67,73,58,134
P-201,U4,136,87,165,242,167,241
P-205,U5,0,274,91,109,314,138
P-206,U5,109,274,91,169,315,138
P-207,U3,0,157,0,95,202,70
P-208,U6,104,266,186,206,316,275
P-211,U4,0,0,160,96,95,241
P-212,U3,0,157,74,105,205,148
P-214,U3,183,240,159,244,298,240
P-215,U4,103,0,80,192,87,160
P-216,U2,104,91,0,187,135,64
P-217,U3,95,157,0,173,229,74
P-218,U6,102,189,220,192,266,279
P-219,U1,90,184,58,184,260,119
P-220,U6,0,0,0,104,71,44
P-221,U5,151,274,211,200,318,279
P-222,U4,106,255,0,179,296,88
P-224,U3,0,97,0,99,153,68
P-226,U3,92,157,148,164,217,222
P-232,U4,151,185,0,218,232,84
P-234,U5,0,274,211,104,317,276
P-236,U4,0,255,88,56,311,179
P-238,U3,109,97,137,211,147,206
P-242,U6,0,242,108,89,311,161
P-247,U5,110,95,206,208,174,268
P-248,U3,191,147,0,243,214,77
P-250,U6,0,189,220,102,254,279
P-251,U6,102,0,176,208,78,220
P-252,U5,51,188,0,146,236,110
P-255,U2,0,91,64,98,187,128
P-257,U6,98,189,54,165,240,108
P-258,U3,188,147,77,243,229,148
P-261,U6,109,87,242,186,187,284
P-263,U6,107,189,108,205,272,164
P-264,U3,91,0,135,199,60,203
P-265,U1,0,184,0,60,231,58
P-266,U4,179,255,0,240,308,88
P-267,U6,0,189,54,98,286,108
P-270,U2,167,245,66,219,292,136
P-271,U5,85,274,0,177,315,44
P-272,U1,0,171,119,75,235,159
P-273,U3,106,240,0,191,311,79
P-274,U5,0,0,0,110,75,88
P-275,U3,105,157,74,182,202,148
P-277,U1,83,79,0,191,184,54
P-278,U6,89,0,132,169,73,176
P-280,U1,0,184,58,90,237,119
P-282,U1,0,79,54,107,171,108
P-283,U3,0,0,0,100,97,66
P-284,U5,146,188,0,216,240,110
P-285,U4,96,0,160,204,54,241
P-291,U3,109,0,203,190,74,243
P-293,U6,97,189,164,201,245,220
P-295,U3,0,97,137,109,146,206
P-297,U5,0,95,0,103,163,101
P-298,U5,96,188,220,187,274,264
P-299,U4,99,0,0,186,83,80
P-300,U5,103,95,0,200,164,101
P-304,U3,99,97,0,188,148,68
P-307,U5,0,188,220,96,270,263
P-310,U1,0,0,0,65,59,43
P-312,U6,0,189,164,97,279,220
P-313,U6,76,189,0,167,243,54
P-319,U4,56,255,88,158,303,189
P-320,U1,158,260,63,215,313,127
P-322,U6,100,98,0,202,164,45
P-324,U5,200,274,211,241,314,279
P-326,U1,177,0,0,222,51,84
P-327,U6,104,0,0,200,58,44
P-328,U6,109,98,92,191,176,142
P-329,U2,0,187,65,94,245,130
P-333,U5,87,0,176,172,72,276
P-335,U2,159,151,0,216,242,95
P-336,U6,104,243,0,153,315,68
P-339,U6,0,189,0,76,265,54
P-345,U1,99,0,43,177,47,86
P-346,U5,0,188,110,95,271,220
P-350,U3,0,97,68,85,157,137
P-352,U1,65,0,0,154,66,43
P-353,U2,0,245,66,70,306,132
P-355,U4,171,255,189,231,307,234
P-356,U4,0,0,0,99,95,77
P-357,U5,169,274,91,227,314,147
P-360,U3,71,240,79,147,293,159
P-363,U4,0,185,172,79,252,244
P-365,U5,110,0,0,220,95,88
P-366,U5,168,95,101,239,151,206
P-378,U5,180,240,0,239,293,89
P-380,U5,0,274,147,56,315,209
P-382,U6,104,272,84,210,315,186
P-385,U5,99,274,147,147,314,211
P-387,U5,78,274,44,174,316,91
P-391,U6,169,0,220,242,87,285
P-393,U4,106,255,189,171,302,233
P-394,U4,99,95,0,208,185,81
P-396,U6,0,79,242,102,188,284
P-398,U6,187,0,44,239,85,147
P-399,U6,0,0,132,89,45,176
P-400,U6,192,189,220,244,239,284
