9,9,9
P-187,U5,154,222,197,208,306,275
P-188,U4,47,84,0,98,170,51
P-189,U3,179,0,106,242,56,193
P-192,U3,159,243,183,235,317,237
P-198,U3,64,59,110,138,118,194
P-199,U6,0,234,202,58,301,275
P-202,U2,0,144,92,40,238,144
P-205,U2,172,0,0,212,47,109
P-206,U1,52,264,100,93,311,160
P-207,U5,150,68,109,195,138,204
P-211,U4,0,0,109,95,81,205
P-212,U5,195,68,109,243,142,214
P-214,U5,0,222,197,58,303,258
P-215,U5,0,222,0,87,302,89
P-216,U6,0,234,0,44,298,83
P-217,U6,105,234,202,177,308,280
P-218,U3,102,0,106,179,59,196
P-219,U6,0,107,0,76,168,94
P-220,U1,0,132,0,71,176,104
P-221,U1,0,132,104,68,176,153
P-222,U4,139,172,0,180,260,73
P-224,U5,0,68,0,56,136,99
P-226,U5,83,142,0,143,216,72
P-227,U3,96,59,0,169,118,96
P-232,U4,0,84,0,47,168,67
P-236,U4,175,172,87,231,263,143
P-238,U5,0,68,109,50,137,211
P-242,U4,80,260,85,149,313,174
P-244,U5,58,157,205,133,219,281
P-247,U3,116,119,104,195,181,202
P-248,U1,171,88,0,223,165,67
P-250,U3,169,59,0,234,118,102
P-251,U1,98,220,0,176,264,106
P-252,U4,151,208,0,199,318,95
P-255,U6,60,170,104,156,234,202
P-257,U2,0,198,0,51,252,67
P-258,U1,93,0,106,175,71,161
P-261,U4,199,208,0,241,308,77
P-263,U2,54,252,0,137,308,98
P-264,U5,85,0,102,145,68,210
P-265,U6,0,49,215,47,107,275
P-266,U4,56,84,88,109,172,149
P-267,U2,51,198,0,148,252,98
P-270,U6,58,234,202,105,304,254
P-271,U1,83,44,0,124,88,92
P-272,U1,182,165,41,222,240,105
P-273,U5,0,142,99,71,221,184
P-274,U4,109,84,88,184,172,198
P-275,U6,177,234,202,222,308,279
P-277,U6,0,49,0,105,103,108
P-278,U1,0,88,0,73,132,80
P-280,U6,76,107,0,129,168,90
P-282,U6,0,49,108,92,103,215
P-283,U5,47,0,0,144,66,100
P-284,U4,151,208,95,203,318,165
P-285,U5,95,222,89,149,303,197
P-289,U1,0,0,96,70,43,162
P-291,U1,0,176,106,74,257,146
P-293,U2,137,252,0,193,308,104
P-295,U5,146,68,0,195,137,109
P-297,U4,151,103,72,219,204,175
P-298,U1,73,88,0,159,132,91
P-299,U5,87,222,0,170,302,87
P-300,U4,151,0,96,220,101,193
P-303,U3,135,181,97,192,243,203
P-304,U5,145,0,102,196,68,191
P-305,U2,121,252,104,174,315,162
P-307,U1,0,0,0,82,43,96
P-309,U3,0,119,0,91,179,104
P-310,U6,113,0,0,172,43,65
P-312,U3,0,0,0,90,56,97
P-313,U2,0,252,0,54,306,91
P-315,U2,0,45,109,50,120,162
P-319,U4,92,110,0,140,211,102
P-320,U6,153,170,0,206,234,57
P-322,U2,106,0,0,172,45,102
P-324,U1,182,165,0,222,233,41
P-325,U3,159,243,103,236,306,183
P-326,U1,175,0,106,220,84,157
P-327,U1,124,44,0,182,88,96
P-328,U2,133,94,0,211,144,82
P-329,U6,90,234,0,148,299,94
P-333,U4,42,211,0,114,311,85
P-335,U2,40,144,98,131,239,155
P-336,U1,152,264,90,220,313,162
P-339,U2,148,198,0,224,252,76
P-342,U3,144,243,0,210,306,78
P-345,U6,0,0,0,47,43,78
P-346,U4,42,110,102,125,220,197
P-350,U5,90,68,109,150,137,194
P-352,U6,47,0,0,113,43,89
P-353,U6,138,234,104,199,300,174
P-355,U1,0,264,100,52,309,160
P-356,U5,143,142,0,238,219,99
P-357,U2,0,252,104,40,308,162
P-360,U5,0,142,205,53,222,281
P-363,U1,0,43,89,67,122,161
P-365,U4,80,172,87,175,260,197
P-366,U4,151,208,165,207,313,236
P-369,U4,0,260,85,75,318,169
P-371,U3,141,0,196,232,52,244
P-373,U3,129,181,0,201,243,84
P-378,U1,93,220,106,152,309,159
P-380,U2,40,252,104,81,314,160
P-381,U4,80,260,174,149,308,238
P-382,U5,196,0,0,239,102,106
P-383,U3,91,119,0,176,179,103
P-384,U4,0,220,184,73,289,244
P-385,U2,174,252,104,214,316,152
P-386,U3,0,243,103,65,306,213
P-387,U2,143,47,0,185,94,96
P-391,U5,58,0,210,145,65,283
P-393,U1,71,132,0,118,176,65
P-394,U4,0,0,0,90,81,109
P-395,U3,138,59,110,211,119,218
P-397,U3,51,0,106,102,59,186
P-399,U1,122,176,0,167,220,89
P-400,U5,0,87,211,52,137,275
